# Run number 06 on Tue May 28 16:19:41 2019
# time	TA	TB	TC	TD	T1	T2	T3	T4	DP	P2	P1
    1.3	 46.6	 58.3	 26.5	 21.2	 17.7	 77.2	 55.7	 19.4	 0.267	17.534	 5.161
    1.4	 46.6	 58.3	 26.5	 21.2	 17.7	 77.2	 55.7	 19.4	 0.273	17.534	 5.181
    2.2	 46.6	 58.3	 26.4	 21.2	 17.5	 77.2	 55.7	 19.4	 0.260	17.677	 5.161
    3.1	 46.6	 58.3	 26.4	 21.2	 17.5	 77.2	 55.6	 19.4	 0.270	17.698	 5.202
    3.9	 46.6	 58.3	 26.4	 21.2	 17.4	 77.2	 55.6	 19.4	 0.271	17.821	 5.181
    4.8	 46.6	 58.3	 26.3	 21.3	 17.4	 77.1	 55.6	 19.4	 0.268	17.739	 5.161
    5.6	 46.6	 58.3	 26.3	 21.2	 17.3	 77.1	 55.6	 19.4	 0.269	17.575	 5.161
    6.5	 46.6	 58.3	 26.2	 21.2	 17.3	 77.1	 55.6	 19.4	 0.272	17.800	 5.161
    8.2	 46.6	 58.4	 26.1	 21.2	 17.1	 77.0	 55.5	 19.4	 0.272	17.821	 5.161
    9.5	 46.6	 58.4	 26.1	 21.2	 17.1	 77.0	 55.5	 19.4	 0.271	17.698	 5.283
   10.4	 46.6	 58.4	 26.1	 21.2	 17.0	 77.0	 55.5	 19.3	 0.274	17.596	 5.140
   11.3	 46.6	 58.4	 26.1	 21.2	 17.0	 77.0	 55.4	 19.3	 0.275	17.861	 5.140
   12.2	 46.6	 58.4	 26.1	 21.1	 16.9	 77.0	 55.4	 19.3	 0.263	17.841	 5.140
   13.1	 46.6	 58.4	 26.1	 21.1	 16.9	 77.0	 55.3	 19.2	 0.274	17.718	 5.263
   13.9	 46.6	 58.4	 26.1	 21.1	 16.9	 76.9	 55.3	 19.2	 0.269	17.841	 5.140
   14.8	 46.6	 58.4	 26.2	 21.1	 16.8	 76.8	 55.2	 19.2	 0.269	17.657	 5.140
   15.7	 46.6	 58.4	 26.1	 21.1	 16.8	 76.7	 55.2	 19.1	 0.266	17.841	 5.120
   16.6	 46.6	 58.5	 26.0	 21.1	 16.8	 76.6	 55.2	 19.1	 0.273	17.677	 5.120
   17.5	 46.6	 58.5	 25.9	 21.1	 16.7	 76.6	 55.2	 19.0	 0.270	17.739	 5.120
   18.4	 46.6	 58.5	 26.0	 21.1	 16.7	 76.5	 55.1	 19.0	 0.276	17.861	 5.120
   19.3	 46.6	 58.5	 26.0	 21.1	 16.7	 76.5	 55.1	 19.0	 0.267	17.759	 5.120
   20.2	 46.6	 58.5	 26.1	 21.0	 16.7	 76.4	 55.0	 18.9	 0.280	17.821	 5.120
   21.1	 46.6	 58.5	 26.2	 21.0	 16.7	 76.4	 55.0	 18.9	 0.272	17.780	 5.120
   22.0	 46.6	 58.5	 26.0	 21.0	 16.7	 76.3	 54.9	 18.9	 0.269	17.657	 5.120
   22.9	 46.6	 58.5	 25.9	 21.0	 16.6	 76.3	 54.8	 18.8	 0.274	17.923	 5.100
   23.7	 46.6	 58.5	 25.7	 21.0	 16.6	 76.3	 54.8	 18.8	 0.273	17.759	 5.100
   24.6	 46.5	 58.5	 25.6	 20.9	 16.6	 76.3	 54.8	 18.8	 0.269	17.780	 5.100
   25.5	 46.6	 58.5	 25.6	 20.9	 16.6	 76.3	 54.8	 18.7	 0.278	17.861	 5.079
   26.4	 46.6	 58.6	 25.8	 20.9	 16.6	 76.2	 54.7	 18.7	 0.272	17.841	 5.079
   27.3	 46.6	 58.6	 25.6	 20.9	 16.7	 76.3	 54.6	 18.6	 0.269	17.923	 5.100
   28.2	 46.6	 58.6	 25.5	 20.9	 16.8	 76.2	 54.6	 18.6	 0.269	17.902	 5.079
   29.1	 46.6	 58.6	 25.5	 20.9	 16.9	 76.2	 54.6	 18.5	 0.268	17.759	 5.079
   30.0	 46.5	 58.5	 25.9	 20.8	 17.1	 76.2	 54.6	 18.5	 0.267	17.821	 5.059
   30.9	 46.5	 58.6	 26.3	 20.8	 17.3	 76.3	 54.6	 18.4	 0.273	17.718	 5.059
   31.8	 46.6	 58.6	 26.6	 20.8	 17.6	 76.3	 54.6	 18.4	 0.270	17.718	 5.038
   32.7	 46.5	 58.5	 26.5	 20.7	 17.7	 76.3	 54.5	 18.4	 0.272	17.902	 5.038
   33.6	 46.5	 58.5	 26.4	 20.7	 18.0	 76.3	 54.5	 18.3	 0.275	17.780	 5.038
   34.5	 46.5	 58.6	 26.3	 20.8	 18.1	 76.3	 54.5	 18.3	 0.275	17.800	 5.018
   35.3	 46.5	 58.5	 26.3	 20.7	 18.2	 76.3	 54.4	 18.2	 0.268	17.677	 5.018
   36.2	 46.5	 58.5	 26.2	 20.7	 18.5	 76.4	 54.4	 18.2	 0.268	17.861	 5.018
   37.1	 46.5	 58.5	 26.1	 20.7	 18.6	 76.4	 54.4	 18.1	 0.268	17.841	 5.018
   38.0	 46.5	 58.5	 26.1	 20.7	 18.8	 76.4	 54.3	 18.1	 0.263	17.759	 4.997
   38.9	 46.5	 58.5	 26.2	 20.7	 18.9	 76.5	 54.4	 18.1	 0.270	17.821	 5.018
   39.8	 46.5	 58.5	 26.3	 20.7	 19.1	 76.6	 54.4	 18.1	 0.270	17.657	 4.997
   40.7	 46.5	 58.5	 26.1	 20.6	 19.3	 76.6	 54.3	 18.0	 0.265	17.759	 4.977
   41.6	 46.5	 58.5	 25.8	 20.6	 19.4	 76.7	 54.3	 18.0	 0.278	17.943	 4.997
