# Run number 01 on Thu May 30 16:04:38 2019
# time	TA	TB	TC	TD	T1	T2	T3	T4	DP	P2	P1
    1.3	 24.4	 24.2	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.276	 6.397	 6.376
    1.5	 24.4	 24.2	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.283	 6.417	 6.376
    2.3	 24.4	 24.2	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.284	 6.397	 6.376
    3.1	 24.4	 24.2	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.282	 6.397	 6.376
    3.9	 24.4	 24.2	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.284	 6.397	 6.376
    4.8	 24.4	 24.2	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.287	 6.397	 6.376
    5.6	 24.3	 24.2	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.287	 6.397	 6.376
    6.4	 24.4	 24.2	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.279	 6.397	 6.376
    7.2	 24.4	 24.2	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.279	 6.397	 6.376
    8.1	 24.4	 24.2	 24.4	 24.1	 22.8	 23.7	 23.3	 23.1	 0.277	 6.397	 6.376
    8.8	 24.4	 24.3	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.286	 6.397	 6.376
    9.7	 24.4	 24.3	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.288	 6.397	 6.376
   10.5	 24.4	 24.3	 24.4	 24.1	 22.8	 23.7	 23.2	 23.0	 0.282	 6.397	 6.376
   11.3	 24.4	 24.3	 24.4	 24.1	 22.8	 23.6	 23.2	 23.0	 0.277	 6.397	 6.376
   12.1	 24.4	 24.3	 24.4	 24.1	 22.8	 23.6	 23.2	 23.0	 0.284	 6.458	 6.376
   13.0	 24.4	 24.3	 24.4	 24.1	 22.8	 23.7	 23.2	 23.0	 0.282	 6.397	 6.376
   13.8	 24.4	 24.3	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.282	 6.397	 6.376
   14.6	 24.4	 24.3	 24.4	 24.1	 22.8	 23.7	 23.2	 23.1	 0.284	 6.397	 6.376
   15.4	 24.4	 24.3	 24.4	 24.1	 22.8	 23.6	 23.2	 23.1	 0.280	 6.397	 6.376
   16.3	 24.4	 24.3	 24.4	 24.1	 22.8	 23.7	 23.2	 23.0	 0.280	 6.397	 6.355
