# Run number 01 on Tue May 28 09:30:03 2019
# time	TA	TB	TC	TD	T1	T2	T3	T4	DP	P2	P1
    1.3	 23.8	 23.7	 24.2	 23.3	 21.7	 22.5	 22.3	 22.2	 0.141	 6.204	 6.163
    1.7	 23.8	 23.7	 24.2	 23.3	 21.7	 22.5	 22.3	 22.2	 0.135	 6.204	 6.142
    2.6	 23.8	 23.7	 24.2	 23.3	 21.7	 22.5	 22.3	 22.2	 0.135	 6.204	 6.142
    3.3	 23.8	 23.7	 24.2	 23.3	 21.7	 22.5	 22.3	 22.2	 0.143	 6.204	 6.163
    4.1	 23.8	 23.7	 24.2	 23.2	 21.7	 22.5	 22.3	 22.2	 0.141	 6.204	 6.163
    4.9	 23.8	 23.7	 24.3	 23.1	 21.7	 22.5	 22.3	 22.2	 0.136	 6.204	 6.163
    5.7	 23.8	 23.7	 24.3	 23.1	 21.7	 22.5	 22.3	 22.2	 0.139	 6.204	 6.163
    6.5	 23.8	 23.7	 24.2	 23.1	 21.7	 22.5	 22.3	 22.2	 0.135	 6.204	 6.163
    7.2	 23.8	 23.7	 24.2	 23.1	 21.7	 22.5	 22.3	 22.2	 0.142	 6.306	 6.142
    8.0	 23.8	 23.7	 24.2	 23.1	 21.7	 22.5	 22.3	 22.2	 0.142	 6.204	 6.142
    8.8	 23.8	 23.7	 24.2	 23.1	 21.7	 22.5	 22.3	 22.2	 0.145	 6.204	 6.163
    9.5	 23.8	 23.7	 24.2	 23.1	 21.7	 22.5	 22.3	 22.2	 0.138	 6.204	 6.142
   10.3	 23.8	 23.7	 24.2	 23.1	 21.7	 22.5	 22.3	 22.2	 0.147	 6.204	 6.163
   11.0	 23.8	 23.7	 24.2	 23.0	 21.7	 22.5	 22.3	 22.2	 0.142	 6.204	 6.163
   11.8	 23.8	 23.7	 24.2	 23.0	 21.7	 22.5	 22.3	 22.2	 0.145	 6.204	 6.142
   12.6	 23.8	 23.7	 24.2	 23.0	 21.7	 22.5	 22.3	 22.2	 0.141	 6.204	 6.163
   13.4	 23.8	 23.7	 24.1	 23.0	 21.7	 22.5	 22.3	 22.2	 0.150	 6.204	 6.163
   14.1	 23.8	 23.7	 24.1	 22.9	 21.7	 22.5	 22.3	 22.2	 0.139	 6.204	 6.142
   14.9	 23.8	 23.7	 24.0	 23.0	 21.7	 22.5	 22.3	 22.2	 0.137	 6.204	 6.142
   15.6	 23.8	 23.7	 24.0	 22.9	 21.7	 22.5	 22.3	 22.2	 0.142	 6.204	 6.183
   16.4	 23.8	 23.7	 24.1	 23.0	 21.7	 22.5	 22.3	 22.2	 0.150	 6.204	 6.163
   17.2	 23.8	 23.7	 24.1	 23.0	 21.7	 22.5	 22.3	 22.2	 0.139	 6.204	 6.142
   18.0	 23.8	 23.7	 24.1	 23.0	 21.7	 22.5	 22.3	 22.2	 0.151	 6.204	 6.163
   18.7	 23.8	 23.7	 24.1	 23.0	 21.7	 22.5	 22.3	 22.2	 0.146	 6.224	 6.142
   19.5	 23.8	 23.7	 24.1	 23.0	 21.7	 22.5	 22.3	 22.2	 0.147	 6.204	 6.163
   20.3	 23.8	 23.7	 24.2	 22.9	 21.7	 22.5	 22.3	 22.2	 0.148	 6.265	 6.142
   21.0	 23.8	 23.7	 24.3	 22.9	 21.7	 22.5	 22.3	 22.2	 0.142	 6.204	 6.142
   21.8	 23.8	 23.7	 24.3	 22.9	 21.7	 22.5	 22.3	 22.2	 0.145	 6.204	 6.142
   22.6	 23.8	 23.7	 24.3	 22.9	 21.7	 22.5	 22.3	 22.2	 0.141	 6.265	 6.142
   23.3	 23.8	 23.7	 24.3	 22.9	 21.7	 22.5	 22.3	 22.1	 0.150	 6.204	 6.142
   24.1	 23.8	 23.7	 24.3	 22.9	 21.7	 22.5	 22.3	 22.2	 0.143	 6.204	 6.142
   24.8	 23.8	 23.7	 24.3	 22.8	 21.7	 22.5	 22.3	 22.2	 0.154	 6.204	 6.163
   25.6	 23.8	 23.7	 24.3	 22.8	 21.7	 22.5	 22.3	 22.1	 0.146	 6.204	 6.163
   26.4	 23.8	 23.7	 24.2	 22.8	 21.7	 22.5	 22.3	 22.2	 0.149	 6.204	 6.142
   27.2	 23.8	 23.7	 24.2	 22.8	 21.7	 22.5	 22.3	 22.2	 0.143	 6.204	 6.163
   27.9	 23.8	 23.7	 24.2	 22.8	 21.7	 22.5	 22.3	 22.1	 0.148	 6.204	 6.163
   28.7	 23.8	 23.7	 24.2	 22.8	 21.7	 22.5	 22.3	 22.1	 0.150	 6.204	 6.163
   29.5	 23.8	 23.7	 24.2	 22.8	 21.7	 22.5	 22.3	 22.2	 0.147	 6.204	 6.163
   30.2	 23.8	 23.7	 24.1	 22.8	 21.7	 22.5	 22.3	 22.1	 0.153	 6.183	 6.163
   31.0	 23.8	 23.7	 24.0	 22.9	 21.7	 22.5	 22.3	 22.2	 0.160	 6.204	 6.142
   31.8	 23.8	 23.7	 24.0	 22.9	 21.7	 22.5	 22.3	 22.2	 0.154	 6.306	 6.163
   32.5	 23.8	 23.7	 24.0	 22.8	 21.7	 22.5	 22.3	 22.2	 0.142	 6.204	 6.142
   33.3	 23.8	 23.7	 24.1	 22.9	 21.7	 22.5	 22.3	 22.2	 0.148	 6.204	 6.142
   34.1	 23.8	 23.7	 24.1	 23.0	 21.7	 22.5	 22.3	 22.2	 0.154	 6.204	 6.163
