# Run number 02 on Tue May 28 11:18:31 2019
# time	TA	TB	TC	TD	T1	T2	T3	T4	DP	P2	P1
    1.3	 43.9	 41.6	 24.3	 23.7	 32.9	 47.6	 43.4	 26.1	 0.274	 7.901	 7.939
    1.4	 43.9	 41.6	 24.3	 23.7	 32.9	 47.5	 43.4	 26.1	 0.276	 7.901	 7.919
    2.2	 43.9	 41.3	 24.3	 23.7	 32.7	 47.5	 43.3	 26.3	 0.275	 7.880	 7.919
    3.1	 43.9	 41.2	 24.3	 23.7	 32.7	 47.4	 43.2	 26.5	 0.275	 7.880	 7.898
    3.9	 43.9	 41.2	 24.4	 23.7	 32.6	 47.3	 43.2	 26.8	 0.265	 7.860	 7.898
    4.8	 43.9	 41.3	 24.4	 23.7	 32.6	 47.2	 43.1	 26.9	 0.272	 7.880	 7.898
    5.6	 43.9	 41.4	 24.5	 23.7	 32.5	 47.1	 43.0	 27.1	 0.275	 7.880	 7.898
    6.4	 43.9	 41.5	 24.6	 23.7	 32.5	 47.0	 43.0	 27.3	 0.271	 7.860	 7.898
    7.2	 43.9	 41.6	 24.6	 23.7	 32.5	 46.9	 42.9	 27.4	 0.275	 7.860	 7.898
    8.1	 43.9	 41.9	 24.6	 23.7	 32.5	 46.9	 42.8	 27.5	 0.278	 7.839	 7.898
    8.9	 43.9	 42.0	 24.6	 23.7	 32.4	 46.7	 42.8	 27.7	 0.273	 7.880	 7.898
    9.7	 43.9	 42.2	 24.8	 23.7	 32.4	 46.7	 42.7	 27.8	 0.278	 7.880	 7.898
   10.5	 43.9	 42.4	 24.8	 23.7	 32.4	 46.6	 42.5	 27.8	 0.271	 7.880	 7.898
   11.4	 43.9	 42.5	 24.7	 23.7	 32.3	 46.5	 42.5	 27.9	 0.278	 7.880	 7.919
   12.2	 43.9	 42.6	 24.6	 23.7	 32.3	 46.4	 42.4	 28.0	 0.280	 7.880	 7.898
   13.0	 43.9	 42.7	 24.4	 25.5	 32.3	 46.4	 42.3	 28.1	 0.276	 7.880	 7.919
   13.8	 43.9	 42.8	 24.3	 26.8	 32.3	 46.4	 42.3	 28.1	 0.279	 7.860	 7.898
   14.7	 43.9	 42.8	 24.3	 27.9	 32.3	 46.3	 42.2	 28.2	 0.276	 7.839	 7.857
   15.5	 43.9	 42.9	 24.2	 29.0	 32.2	 46.2	 42.1	 28.2	 0.274	 7.798	 7.837
   16.3	 43.9	 43.0	 24.2	 29.1	 32.2	 46.2	 42.0	 28.3	 0.271	 7.758	 7.796
   17.1	 43.9	 43.0	 24.1	 29.0	 32.2	 46.1	 41.9	 28.3	 0.272	 7.717	 7.755
   18.0	 43.9	 43.1	 24.1	 28.9	 32.1	 46.1	 41.7	 28.3	 0.270	 7.676	 7.714
   18.8	 43.9	 43.1	 24.6	 28.8	 32.1	 46.1	 41.7	 28.3	 0.277	 7.655	 7.673
   19.7	 43.9	 43.1	 24.3	 28.8	 32.0	 46.0	 41.6	 28.3	 0.271	 7.594	 7.653
   20.5	 43.9	 43.1	 24.3	 28.6	 32.0	 45.9	 41.4	 28.3	 0.285	 7.573	 7.592
   21.3	 43.8	 43.1	 24.3	 28.6	 31.9	 45.9	 41.3	 28.2	 0.277	 7.553	 7.571
   22.1	 43.8	 43.1	 23.8	 28.5	 31.9	 45.8	 41.2	 28.2	 0.279	 7.512	 7.551
   23.0	 43.8	 43.1	 23.8	 28.4	 31.8	 45.8	 41.1	 28.1	 0.276	 7.492	 7.510
   23.8	 43.8	 43.1	 24.0	 28.3	 31.8	 45.7	 41.0	 28.1	 0.279	 7.451	 7.612
   24.6	 43.8	 43.1	 24.4	 28.2	 31.7	 45.7	 40.9	 28.0	 0.275	 7.430	 7.469
   25.4	 43.8	 43.1	 24.7	 28.2	 31.7	 45.6	 40.8	 28.0	 0.273	 7.410	 7.551
   26.3	 43.8	 43.1	 25.0	 28.1	 31.6	 45.6	 40.6	 27.9	 0.271	 7.369	 7.428
   27.0	 43.8	 43.1	 25.0	 28.0	 31.6	 45.5	 40.5	 27.9	 0.275	 7.369	 7.408
   27.9	 43.8	 43.2	 25.0	 28.0	 31.6	 45.5	 40.5	 27.8	 0.270	 7.348	 7.367
   28.7	 43.8	 43.2	 24.8	 27.9	 31.5	 45.5	 40.3	 27.8	 0.269	 7.328	 7.408
   29.5	 43.8	 43.2	 24.9	 27.9	 31.5	 45.4	 40.3	 27.8	 0.268	 7.308	 7.326
   30.3	 43.8	 43.2	 24.7	 27.8	 31.5	 45.3	 40.2	 27.7	 0.277	 7.287	 7.326
   31.2	 43.8	 43.2	 24.8	 27.7	 31.4	 45.3	 40.0	 27.6	 0.272	 7.267	 7.306
   32.0	 43.7	 43.2	 24.8	 27.6	 31.4	 45.3	 40.0	 27.6	 0.279	 7.246	 7.285
   32.8	 43.7	 43.2	 25.0	 27.6	 31.4	 45.2	 39.9	 27.5	 0.278	 7.246	 7.265
   33.6	 43.8	 43.2	 25.2	 27.6	 31.3	 45.2	 39.8	 27.5	 0.272	 7.226	 7.244
   34.5	 43.8	 43.2	 25.2	 27.5	 31.3	 45.2	 39.7	 27.5	 0.281	 7.205	 7.244
   35.2	 43.8	 43.2	 25.3	 27.5	 31.3	 45.2	 39.6	 27.4	 0.268	 7.205	 7.224
   36.1	 43.8	 43.2	 25.0	 27.5	 31.3	 45.1	 39.6	 27.4	 0.275	 7.185	 7.224
   36.9	 43.8	 43.3	 25.1	 27.4	 31.2	 45.1	 39.4	 27.3	 0.271	 7.246	 7.183
   37.8	 43.7	 43.3	 25.2	 27.4	 31.2	 45.1	 39.4	 27.3	 0.279	 7.164	 7.183
   38.6	 43.7	 43.3	 25.0	 27.3	 31.2	 45.0	 39.3	 27.2	 0.267	 7.144	 7.183
   39.4	 43.7	 43.2	 24.6	 27.3	 31.1	 45.0	 39.1	 27.2	 0.283	 7.144	 7.163
   40.2	 43.7	 43.3	 24.3	 27.3	 31.1	 44.9	 39.1	 27.1	 0.278	 7.123	 7.142
   41.1	 43.7	 43.3	 24.5	 27.3	 31.1	 44.9	 39.0	 27.1	 0.275	 7.103	 7.142
   41.9	 43.7	 43.3	 24.6	 27.2	 31.0	 44.8	 38.9	 27.1	 0.279	 7.083	 7.204
   42.7	 43.7	 43.3	 25.0	 27.3	 31.0	 44.8	 38.8	 27.1	 0.272	 7.083	 7.122
   43.5	 43.7	 43.3	 25.1	 27.2	 31.0	 44.8	 38.8	 27.0	 0.270	 7.083	 7.101
   44.4	 43.7	 43.4	 25.1	 27.2	 30.9	 44.8	 38.7	 27.0	 0.272	 7.062	 7.101
   45.2	 43.7	 43.4	 25.3	 27.1	 30.9	 44.7	 38.6	 27.0	 0.280	 7.062	 7.081
   46.1	 43.7	 43.4	 25.6	 27.1	 30.9	 44.7	 38.5	 26.9	 0.273	 7.042	 7.081
   46.9	 43.7	 43.5	 25.4	 27.1	 30.8	 44.6	 38.4	 26.8	 0.273	 7.042	 7.061
   47.7	 43.7	 43.5	 25.5	 27.0	 30.8	 44.6	 38.3	 26.8	 0.284	 7.042	 7.081
   48.5	 43.7	 43.5	 26.0	 27.0	 30.8	 44.5	 38.3	 26.7	 0.279	 7.042	 7.081
   49.4	 43.7	 43.5	 26.0	 26.9	 30.7	 44.5	 38.2	 26.7	 0.270	 7.042	 7.061
   50.2	 43.7	 43.5	 25.4	 26.9	 30.7	 44.5	 38.1	 26.7	 0.277	 7.021	 7.040
   51.1	 43.6	 43.5	 25.6	 26.9	 30.7	 44.4	 38.0	 26.7	 0.277	 7.021	 7.040
   51.8	 43.6	 43.5	 25.4	 26.8	 30.7	 44.4	 38.0	 26.6	 0.275	 7.021	 7.061
   52.7	 43.6	 43.5	 25.5	 26.8	 30.7	 44.4	 37.9	 26.6	 0.277	 7.001	 7.040
   53.5	 43.6	 43.5	 24.8	 26.8	 30.7	 44.4	 37.9	 26.6	 0.275	 7.083	 7.020
   54.4	 43.6	 43.5	 24.6	 26.7	 30.6	 44.3	 37.8	 26.6	 0.277	 6.980	 7.020
   55.2	 43.6	 43.5	 24.4	 26.7	 30.6	 44.3	 37.7	 26.6	 0.280	 6.980	 6.999
   56.0	 43.6	 43.5	 24.7	 26.6	 30.6	 44.3	 37.6	 26.5	 0.280	 6.960	 6.999
   56.8	 43.6	 43.5	 25.1	 26.6	 30.6	 44.3	 37.6	 26.5	 0.285	 6.960	 7.101
   57.7	 43.6	 43.5	 25.0	 26.6	 30.5	 44.2	 37.4	 26.5	 0.282	 6.939	 6.979
   58.5	 43.6	 43.5	 25.1	 26.5	 30.5	 44.2	 37.4	 26.5	 0.277	 6.939	 6.958
   59.4	 43.6	 43.5	 25.3	 26.5	 30.5	 44.2	 37.3	 26.5	 0.287	 6.898	 6.958
   60.2	 43.6	 43.5	 25.0	 26.5	 30.5	 44.1	 37.1	 26.4	 0.278	 6.919	 6.958
   61.0	 43.6	 43.5	 24.8	 26.5	 30.4	 44.1	 37.1	 26.4	 0.279	 6.919	 6.958
   61.8	 43.6	 43.5	 24.7	 26.4	 30.4	 44.0	 37.0	 26.3	 0.278	 6.919	 6.938
   62.7	 43.6	 43.5	 24.8	 26.4	 30.4	 44.0	 36.8	 26.3	 0.281	 6.898	 6.938
   63.5	 43.6	 43.5	 25.2	 26.5	 30.4	 44.0	 36.7	 26.3	 0.278	 6.898	 6.918
   64.3	 43.6	 43.5	 24.9	 26.4	 30.4	 43.9	 36.6	 26.2	 0.269	 6.878	 6.918
   65.1	 43.6	 43.5	 25.4	 26.4	 30.3	 43.9	 36.5	 26.2	 0.277	 6.898	 6.918
   66.0	 43.6	 43.5	 25.6	 26.4	 30.3	 43.9	 36.3	 26.1	 0.273	 6.878	 6.918
   66.8	 43.6	 43.5	 25.0	 26.4	 30.3	 43.9	 36.2	 26.1	 0.270	 6.878	 6.918
   67.7	 43.6	 43.5	 24.7	 26.4	 30.3	 43.8	 36.1	 26.1	 0.272	 6.878	 6.918
   68.5	 43.6	 43.5	 24.9	 26.4	 30.3	 43.8	 35.9	 26.1	 0.276	 6.878	 6.897
   69.3	 43.6	 43.5	 24.9	 26.4	 30.2	 43.8	 35.9	 26.0	 0.282	 6.858	 6.897
   70.1	 43.6	 43.5	 25.0	 26.3	 30.2	 43.7	 35.8	 26.0	 0.268	 6.858	 6.897
   71.0	 43.6	 43.5	 24.8	 26.3	 30.2	 43.7	 35.6	 26.0	 0.274	 6.858	 6.897
   71.8	 43.6	 43.5	 25.5	 26.3	 30.1	 43.6	 35.5	 25.9	 0.276	 6.858	 6.877
   72.7	 43.5	 43.5	 25.0	 26.3	 30.1	 43.6	 35.4	 25.9	 0.276	 6.939	 6.877
   73.5	 43.5	 43.5	 24.9	 26.3	 30.1	 43.6	 35.3	 25.9	 0.268	 6.898	 6.877
