# Run number 04 on Tue May 28 14:50:17 2019
# time	TA	TB	TC	TD	T1	T2	T3	T4	DP	P2	P1
    1.3	 44.8	 43.2	 24.5	 24.1	 35.9	 50.9	 37.6	 23.9	 0.272	 8.106	 8.144
    1.4	 44.8	 43.2	 24.5	 24.2	 35.9	 50.8	 37.6	 24.1	 0.277	 8.086	 8.226
    2.2	 44.7	 42.8	 24.5	 24.2	 35.7	 50.8	 37.5	 24.4	 0.274	 8.004	 8.042
    3.1	 44.7	 42.2	 24.4	 24.2	 35.5	 50.7	 37.5	 24.7	 0.264	 7.942	 8.103
    3.9	 44.8	 42.1	 24.4	 24.3	 35.3	 50.6	 37.5	 25.2	 0.274	 7.942	 7.960
    4.8	 44.8	 41.9	 24.4	 24.2	 35.2	 50.6	 37.5	 25.4	 0.276	 7.942	 7.960
    5.6	 44.7	 41.9	 24.4	 24.1	 35.0	 50.5	 37.5	 25.6	 0.276	 7.922	 7.960
    6.5	 44.7	 41.9	 24.4	 24.2	 34.9	 50.4	 37.5	 25.9	 0.279	 7.922	 7.940
    7.3	 44.7	 42.1	 24.4	 24.2	 34.8	 50.3	 37.4	 26.1	 0.273	 7.902	 7.940
    8.2	 44.7	 42.3	 24.5	 24.2	 34.6	 50.2	 37.4	 26.2	 0.273	 7.922	 7.940
    9.0	 44.7	 42.5	 24.5	 24.0	 34.5	 50.1	 37.4	 26.4	 0.273	 7.922	 7.940
    9.8	 44.6	 42.7	 24.5	 24.0	 34.4	 50.0	 37.3	 26.6	 0.282	 7.922	 7.940
   10.6	 44.5	 43.0	 24.5	 24.0	 34.2	 50.0	 37.3	 26.7	 0.278	 7.922	 7.940
   11.5	 44.5	 43.1	 24.4	 24.0	 34.1	 49.9	 37.3	 26.8	 0.281	 7.922	 7.940
   12.3	 44.5	 43.2	 24.5	 23.9	 34.1	 49.8	 37.3	 27.0	 0.266	 7.922	 7.940
   13.1	 44.4	 43.5	 24.5	 23.9	 33.9	 49.8	 37.2	 27.0	 0.278	 7.922	 7.960
   13.9	 44.4	 43.5	 24.5	 23.9	 33.9	 49.7	 37.2	 27.2	 0.279	 7.922	 7.940
   14.8	 44.4	 43.6	 24.6	 23.9	 33.9	 49.6	 37.2	 27.3	 0.276	 7.922	 7.940
   15.6	 44.4	 43.6	 24.8	 23.9	 33.8	 49.5	 37.2	 27.3	 0.273	 7.922	 7.940
