0,1.795
10,1.811
20,1.825
30,1.831
40,1.829
50,1.826
60,1.817
70,1.814
80,1.816
90,1.814
100,1.815
110,1.82
120,1.822
130,1.822
140,1.816
150,1.806
160,1.8
170,1.8
180,1.804
190,1.805
200,1.808
210,1.808
220,1.802
230,1.8
240,1.794
250,1.787
260,1.79
270,1.792
280,1.789
290,1.793
300,1.794
310,1.793
320,1.79
330,1.778
340,1.776
350,1.775
360,1.775
370,1.78
380,1.778
