# Run number 03 on Tue May 28 14:16:45 2019
# time	TA	TB	TC	TD	T1	T2	T3	T4	DP	P2	P1
    1.2	 40.4	 40.2	 24.4	 23.4	 23.6	 25.1	 24.0	 23.7	 0.282	 6.592	 6.550
    2.3	 40.4	 40.2	 24.3	 23.4	 23.6	 25.1	 24.0	 23.7	 0.289	 6.572	 6.571
    3.1	 40.4	 40.2	 24.2	 23.4	 23.6	 25.1	 24.0	 23.7	 0.277	 6.551	 6.550
    3.9	 40.4	 40.2	 24.1	 23.5	 23.6	 25.1	 24.0	 23.7	 0.282	 6.592	 6.550
    4.7	 40.4	 40.2	 24.1	 23.5	 23.6	 25.1	 24.0	 23.7	 0.281	 6.572	 6.571
    5.5	 40.4	 40.2	 24.1	 23.5	 23.6	 25.1	 24.0	 23.7	 0.280	 6.572	 6.571
    6.3	 40.4	 40.2	 24.1	 23.5	 23.6	 25.1	 24.0	 23.7	 0.286	 6.592	 6.550
    7.2	 40.4	 40.2	 24.1	 23.6	 23.6	 25.1	 24.0	 23.7	 0.276	 6.592	 6.571
    8.0	 40.4	 40.2	 24.2	 23.6	 23.6	 25.1	 24.0	 23.7	 0.281	 6.613	 6.550
    8.8	 40.4	 40.2	 24.2	 23.7	 23.6	 25.1	 24.0	 23.7	 0.280	 6.572	 6.571
    9.6	 40.4	 40.2	 24.1	 23.7	 23.6	 25.1	 24.0	 23.7	 0.285	 6.592	 6.550
   10.5	 40.4	 40.2	 24.0	 23.7	 23.6	 25.1	 24.0	 23.7	 0.283	 6.572	 6.571
   11.2	 40.4	 40.2	 24.1	 23.8	 23.6	 25.1	 24.0	 23.7	 0.279	 6.572	 6.571
   12.1	 40.4	 40.2	 24.1	 23.9	 23.6	 25.1	 23.9	 23.7	 0.282	 6.572	 6.571
   12.9	 40.4	 40.2	 24.0	 23.8	 23.6	 25.1	 23.9	 23.7	 0.280	 6.592	 6.571
