# Run number 02 on Fri May 31 10:24:11 2019
# time	TA	TB	TC	TD	T1	T2	T3	T4	DP	P2	P1
    1.3	 43.5	 55.5	 24.5	 21.7	 16.4	 75.3	 51.4	 16.6	 0.251	16.542	 4.762
    1.5	 43.5	 55.5	 24.5	 21.6	 16.5	 75.3	 51.4	 16.6	 0.252	16.522	 4.783
    2.3	 43.5	 55.5	 24.4	 21.6	 16.6	 75.3	 51.4	 16.6	 0.250	16.706	 4.762
    3.2	 43.5	 55.5	 24.2	 21.7	 16.8	 75.3	 51.4	 16.6	 0.255	16.542	 4.783
    4.0	 43.5	 55.6	 24.1	 21.7	 16.9	 75.3	 51.3	 16.5	 0.258	16.562	 4.762
    4.9	 43.5	 55.5	 24.1	 21.7	 16.9	 75.4	 51.4	 16.5	 0.251	16.481	 4.762
    5.7	 43.5	 55.5	 24.2	 21.8	 17.0	 75.4	 51.3	 16.5	 0.254	16.522	 4.742
    6.6	 43.5	 55.5	 24.4	 21.7	 17.2	 75.4	 51.3	 16.5	 0.253	16.481	 4.742
    7.4	 43.5	 55.5	 24.0	 21.7	 17.2	 75.4	 51.3	 16.4	 0.252	16.644	 4.721
    8.3	 43.5	 55.5	 24.1	 21.5	 17.4	 75.5	 51.3	 16.4	 0.258	16.562	 4.742
    9.1	 43.5	 55.5	 24.3	 21.6	 17.5	 75.5	 51.3	 16.4	 0.259	16.542	 4.721
   10.0	 43.5	 55.5	 24.4	 21.7	 17.5	 75.5	 51.2	 16.3	 0.263	16.481	 4.721
   10.8	 43.5	 55.5	 24.4	 21.6	 17.6	 75.5	 51.2	 16.3	 0.254	16.481	 4.701
   11.6	 43.5	 55.5	 24.6	 21.6	 17.7	 75.5	 51.2	 16.3	 0.256	16.522	 4.721
   12.5	 43.5	 55.5	 24.7	 21.7	 17.8	 75.6	 51.3	 16.3	 0.254	16.603	 4.701
   13.3	 43.4	 55.4	 24.6	 21.7	 17.9	 75.6	 51.3	 16.3	 0.253	16.440	 4.701
   14.1	 43.5	 55.4	 24.7	 21.7	 17.9	 75.6	 51.3	 16.3	 0.261	16.399	 4.701
   15.0	 43.5	 55.4	 24.5	 21.6	 18.0	 75.6	 51.3	 16.3	 0.258	16.624	 4.721
   15.8	 43.5	 55.4	 24.5	 21.5	 18.1	 75.6	 51.3	 16.2	 0.255	16.562	 4.742
   16.7	 43.5	 55.4	 24.4	 21.4	 18.2	 75.7	 51.4	 16.2	 0.256	16.501	 4.701
   17.5	 43.5	 55.4	 24.3	 21.5	 18.2	 75.7	 51.4	 16.3	 0.252	16.501	 4.762
   18.4	 43.5	 55.4	 24.4	 21.6	 18.3	 75.7	 51.4	 16.2	 0.258	16.419	 4.721
   19.2	 43.4	 55.3	 24.2	 21.6	 18.4	 75.7	 51.5	 16.2	 0.257	16.399	 4.721
   20.1	 43.4	 55.3	 24.2	 21.7	 18.4	 75.8	 51.5	 16.2	 0.251	16.542	 4.701
   20.9	 43.4	 55.3	 24.3	 21.6	 18.5	 75.8	 51.5	 16.2	 0.252	16.542	 4.701
   21.7	 43.4	 55.3	 24.4	 21.7	 18.5	 75.8	 51.5	 16.2	 0.255	16.419	 4.721
   22.5	 43.4	 55.3	 24.2	 21.6	 18.6	 75.8	 51.6	 16.2	 0.259	16.460	 4.721
   23.4	 43.4	 55.3	 24.2	 21.6	 18.6	 75.8	 51.6	 16.2	 0.255	16.358	 4.721
   24.2	 43.4	 55.3	 24.2	 21.6	 18.6	 75.8	 51.6	 16.2	 0.257	16.358	 4.721
   25.1	 43.4	 55.3	 24.5	 21.5	 18.7	 75.8	 51.7	 16.2	 0.264	16.399	 4.721
   25.9	 43.4	 55.3	 24.6	 21.5	 18.7	 75.9	 51.7	 16.3	 0.255	16.419	 4.864
   26.8	 43.4	 55.3	 24.7	 21.5	 18.8	 75.9	 51.7	 16.3	 0.257	16.337	 4.721
   27.6	 43.4	 55.2	 24.8	 21.3	 18.8	 75.9	 51.8	 16.3	 0.262	16.481	 4.721
   28.5	 43.4	 55.2	 24.8	 21.6	 18.9	 75.9	 51.8	 16.3	 0.265	16.399	 4.721
   29.3	 43.4	 55.2	 24.9	 21.7	 18.9	 76.0	 51.9	 16.3	 0.260	16.399	 4.742
   30.1	 43.4	 55.2	 25.1	 21.6	 18.9	 75.9	 51.9	 16.3	 0.256	16.460	 4.742
   30.9	 43.4	 55.2	 25.2	 21.6	 19.0	 76.0	 52.0	 16.3	 0.258	16.337	 4.742
