# Run number 04 on Fri May 31 11:28:08 2019
# time	TA	TB	TC	TD	T1	T2	T3	T4	DP	P2	P1
    1.3	 43.8	 56.7	 24.6	 22.1	 19.8	 78.2	 53.6	 17.1	 0.213	16.972	 4.844
    2.3	 43.8	 56.7	 24.6	 22.0	 19.8	 78.2	 53.6	 17.1	 0.207	16.910	 4.824
    3.1	 43.8	 56.8	 24.7	 22.1	 19.8	 78.2	 53.6	 17.1	 0.209	16.931	 4.844
    4.0	 43.8	 56.8	 24.7	 22.0	 19.9	 78.2	 53.7	 17.1	 0.214	16.890	 4.844
    4.9	 43.7	 56.7	 24.7	 22.1	 19.9	 78.2	 53.7	 17.1	 0.212	16.992	 4.844
    5.7	 43.8	 56.8	 24.7	 22.1	 19.9	 78.2	 53.7	 17.1	 0.202	17.053	 4.864
    6.6	 43.8	 56.8	 24.5	 22.0	 19.9	 78.2	 53.7	 17.1	 0.214	16.931	 4.844
    7.4	 43.7	 56.8	 24.5	 22.1	 19.9	 78.2	 53.7	 17.2	 0.209	16.890	 4.864
    8.2	 43.8	 56.8	 24.5	 22.0	 20.0	 78.2	 53.7	 17.2	 0.204	17.053	 4.844
    9.1	 43.8	 56.8	 24.4	 22.0	 20.0	 78.2	 53.7	 17.2	 0.211	17.033	 4.885
    9.9	 43.7	 56.8	 24.3	 22.0	 20.0	 78.2	 53.7	 17.2	 0.210	16.869	 4.885
   10.8	 43.8	 56.8	 24.5	 22.1	 20.0	 78.2	 53.8	 17.3	 0.205	16.931	 4.885
   11.6	 43.8	 56.8	 24.5	 22.1	 20.0	 78.3	 53.8	 17.3	 0.209	16.972	 4.885
   12.5	 43.8	 56.8	 24.5	 22.2	 20.0	 78.3	 53.8	 17.3	 0.209	16.931	 4.885
   13.3	 43.8	 56.8	 24.5	 22.1	 20.0	 78.2	 53.7	 17.3	 0.206	16.869	 4.885
   14.2	 43.8	 56.8	 24.4	 22.3	 20.0	 78.2	 53.7	 17.3	 0.211	16.910	 4.885
   15.0	 43.8	 56.8	 24.4	 22.3	 20.0	 78.3	 53.8	 17.3	 0.207	16.951	 4.885
   15.9	 43.8	 56.8	 24.5	 22.4	 20.1	 78.3	 53.8	 17.3	 0.208	16.951	 4.885
   16.7	 43.8	 56.8	 24.4	 22.2	 20.1	 78.3	 53.8	 17.4	 0.206	16.849	 4.905
   17.5	 43.8	 56.8	 24.4	 22.3	 20.0	 78.3	 53.8	 17.4	 0.205	16.910	 4.885
   18.3	 43.8	 56.9	 24.8	 22.3	 20.1	 78.3	 53.8	 17.4	 0.206	16.992	 4.905
   19.2	 43.8	 56.9	 24.8	 22.3	 20.1	 78.3	 53.9	 17.4	 0.211	17.033	 4.905
   19.9	 43.8	 56.9	 24.7	 22.4	 20.1	 78.3	 53.9	 17.5	 0.211	16.910	 4.905
   20.8	 43.7	 56.9	 24.6	 22.5	 20.1	 78.3	 53.9	 17.5	 0.209	16.972	 4.885
   21.6	 43.7	 56.9	 24.6	 22.4	 20.1	 78.3	 53.9	 17.5	 0.204	16.992	 4.905
   22.4	 43.7	 56.9	 24.6	 22.4	 20.1	 78.3	 53.8	 17.5	 0.210	16.931	 4.926
   23.2	 43.7	 56.8	 24.6	 22.3	 20.1	 78.3	 53.8	 17.5	 0.209	17.115	 4.926
